ObservationId,MediaId,Vote,Content,ClassId,Family,Genus,Species,Author,Date,Location,Latitude,Longitude,YearInCLEF,ObservationId2014,ImageId2014,LearnTag
30462,592,3,Entire,2710,Euphorbiaceae,Euphorbia,Euphorbia helioscopia L.,eric albrecht,2013-4-11,Mauguio,,,PlantCLEF2014,5188,43572,Train
21617,593,3,Entire,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,ulric chatagnon,2014-1-15,La Valla-en-Gier,45.39732,4.55158,PlantCLEF2015,,,Train
29442,596,3,Stem,4887,Rosaceae,Rosa,Rosa spinosissima L.,genevieve botti,2013-10-25,Bain-de-Bretagne,,,PlantCLEF2015,,,Train
35778,597,4,Flower,30113,Euphorbiaceae,Euphorbia,Euphorbia amygdaloides L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,14381,8672,Train
27694,598,2,Entire,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,pierre walther,2011-3-11,Flaxlanden,,,ImageCLEF2013,10197,20581,Train
20222,599,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,cagna,2013-4-7,,,,PlantCLEF2014,8583,26011,Train
21808,601,4,Fruit,4863,Rosaceae,Rosa,Rosa canina L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,3590,48114,Train
34925,602,3,Flower,5377,Plantaginaceae,Linaria,Linaria vulgaris Mill.,valerie bruneau-querey,2011-6-6,Beaumont-le-Roger,49.07839,0.78081,PlantCLEF2014,4480,53134,Train
443,603,3,Flower,3715,Lamiaceae,Teucrium,Teucrium montanum L.,alain bigou,2005-10-15,Montricoux,44.09003,1.64025,PlantCLEF2015,,,Train
9047,604,4,Stem,9954,Geraniaceae,Erodium,Erodium cicutarium (L.) L'Hér.,herve goeau,2013-4-25,Rocquencourt,,,PlantCLEF2014,14664,36067,Train
6538,605,2,Flower,30040,Fabaceae,Cercis,Cercis siliquastrum L.,Unknown547,2013-4-19,Marine de Porto,42.26717,8.6935,PlantCLEF2014,6252,5380,Train
7156,606,4,LeafScan,13623,Fagaceae,Quercus,Quercus pubescens Willd.,daniel barthelemy,2010-7-7,Pézènes-les-Mines,43.59124,3.25836,ImageCLEF2011,4556,27301,Train
1923,607,1,Fruit,1321,Betulaceae,Alnus,Alnus glutinosa (L.) Gaertn.,michel pourchet,2006-4-11,,,,ImageCLEF2013,768,47092,Train
6918,608,4,LeafScan,55,Anacardiaceae,Pistacia,Pistacia lentiscus L.,pierre bonnet,2010-7-7,Montpellier,43.60818,3.87945,ImageCLEF2011,6800,57064,Train
5226,609,1,Fruit,30126,Moraceae,Ficus,Ficus carica L.,michel pourchet,2006-9-10,Champ-sur-Drac,,,PlantCLEF2014,12396,36299,Train
39131,610,4,Flower,30590,Xanthorrhoeaceae,Asphodelus,Asphodelus ramosus L.,ans gorter,2014-2-6,Province de Cadix,36.80768,-6.40649,PlantCLEF2015,,,Train
22727,611,5,Stem,4109,Platanaceae,Platanus,Platanus x hispanica Mill. ex Münchh.,pierre bonnet,2011-4-12,Montpellier,,,ImageCLEF2013,8241,28850,Train
10182,613,2,Entire,1903,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,alain bigou,2013-8-10,Cauterets,42.79723,-0.14136,PlantCLEF2014,6508,3576,Train
12712,614,2,Entire,29903,Asteraceae,Taraxacum,Taraxacum officinale F.H.Wigg.,sauvages de ma rue,2012-4-10,,48.8852,2.3831,PlantCLEF2014,1674,4574,Train
7963,615,3.8,Flower,30221,Brassicaceae,Lunaria,Lunaria annua L.,thitsana besson,2013-4-19,Mauguio,,,PlantCLEF2014,8471,25341,Train
1448,616,3,Entire,3756,Linaceae,Linum,Linum campanulatum L.,christophe bernier,2006-5-8,Pompignan,,,ImageCLEF2013,11212,6878,Train
9160,617,3.5,Fruit,305,Apiaceae,Tordylium,Tordylium apulum L.,liliane roubaudi,2013-4-30,Rhodes,,,PlantCLEF2015,,,Train
2601,618,3,Entire,4756,Rosaceae,Geum,Geum rivale L.,ans gorter,2011-6-28,Vicdessos,42.76826,1.4993,PlantCLEF2015,,,Train
13771,619,3,Flower,325,Apocynaceae,Vinca,Vinca minor L.,herve goeau,2014-3-14,Orsay,48.69689,2.19202,PlantCLEF2015,,,Train
38695,621,1,Entire,1963,Caprifoliaceae,Lonicera,Lonicera periclymenum L.,laurent petit,2004-8-15,Lucheux,,,PlantCLEF2015,,,Train
40057,622,3,Flower,13623,Fagaceae,Quercus,Quercus pubescens Willd.,thierry pernot,1800-1-1,,,,PlantCLEF2014,12823,34948,Train
16032,623,2,Entire,2859,Fabaceae,Coronilla,Coronilla glauca L.,dominique remaud,2013-5-5,Vallon-Pont-d'Arc,44.40754,4.39728,PlantCLEF2014,12415,60264,Train
15320,625,1,Branch,4074,Pittosporaceae,Pittosporum,Pittosporum tobira (Thunb.) W.T.Aiton,nexus,2013-8-3,,,,PlantCLEF2014,18881,23023,Train
6221,628,3,Branch,3288,Fagaceae,Quercus,Quercus ilex L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,6680,14830,Train
38263,629,4,LeafScan,3282,Fagaceae,Quercus,Quercus cerris L.,annick larbouillat,2011-9-10,Nogent-sur-Vernisson,47.83701,2.7562,ImageCLEF2012,6514,3756,Train
27345,631,1,Branch,4617,Rhamnaceae,Rhamnus,Rhamnus alaternus L.,jame lagarrigue,2012-3-14,Poulx,,,ImageCLEF2013,6879,58168,Train
27324,632,3,Fruit,4763,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,michel pourchet,2006-10-27,St Mesmin,,,ImageCLEF2013,13061,8156,Train
31986,633,3.5,LeafScan,4074,Pittosporaceae,Pittosporum,Pittosporum tobira (Thunb.) W.T.Aiton,herve goeau,2011-9-6,Montferrier-sur-Lez,43.65146,3.86189,ImageCLEF2013,10898,34824,Train
17562,634,3,Entire,6498,Orchidaceae,Ophrys,Ophrys speculum Link,bernard ginesy,2011-4-9,Marseille,43.22358,5.40437,PlantCLEF2015,,,Train
9126,636,3,Entire,30433,Fabaceae,Coronilla,Coronilla varia L.,daniel mathieu,2007-6-10,Avignon,,,PlantCLEF2015,,,Train
41027,637,4,LeafScan,5131,Salicaceae,Populus,Populus tremula L.,liliane roubaudi,2013-11-2,Vallorcine,,,PlantCLEF2014,18937,12115,Train
14138,639,4,Fruit,11,Sapindaceae,Acer,Acer pseudoplatanus L.,genevieve botti,2012-5-15,Marseille,,,ImageCLEF2013,6330,378,Train
17734,640,3,Flower,4838,Rosaceae,Prunus,Prunus dulcis (Mill.) D.A.Webb,pierre bonnet,2012-4-17,,43.59728,3.89972,PlantCLEF2014,8963,21774,Train
2293,641,3,Branch,4616,Rhamnaceae,Paliurus,Paliurus spina-christi Mill.,liliane roubaudi,2009-6-11,Gruissan,,,ImageCLEF2013,2799,7120,Train
39241,643,3,Entire,671,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,jean-pascal milcent,2013-8-18,Saint-Étienne-de-Lugdarès,44.6548,3.90068,PlantCLEF2015,,,Train
14425,644,3,Flower,2657,Ericaceae,Erica,Erica cinerea L.,jean-luc gorremans,2013-8-3,Poullan-sur-Mer,48.10431,-4.39161,PlantCLEF2014,17576,21900,Train
3774,645,4,Flower,6371,Asparagaceae,Prospero,Prospero autumnale (L.) Speta,thierry pernot,1800-1-1,,,,PlantCLEF2015,,,Train
20030,647,3,Entire,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,violaine vanpouille,2010-6-2,Saint-Georges-des-Sept-Voies,,,ImageCLEF2013,7737,18766,Train
10825,648,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,samantha bazan,2013-5-9,Salles-sur-l'Hers,,,PlantCLEF2014,14666,33757,Train
6919,649,3,Leaf,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,jean-jacques houdre,2012-5-17,Pégairolles-de-Buèges,43.79583,3.55,ImageCLEF2013,13092,51756,Train
31157,651,3,Flower,3439,Geraniaceae,Geranium,Geranium sanguineum L.,catherine mahyeux,2009-5-6,Camon,,,PlantCLEF2014,6755,37358,Train
41157,652,3,Leaf,8548,Rosaceae,Agrimonia,Agrimonia eupatoria L.,franck jullin,2012-7-7,Vergèze,43.74552,4.2105,ImageCLEF2013,9838,18946,Train
7892,653,4,Leaf,1845,Cactaceae,Opuntia,Opuntia ficus-indica (L.) Mill.,herve goeau,2014-8-8,Almayate,36.72472,-4.14589,PlantCLEF2015,,,Train
3641,655,3,LeafScan,7483,Altingiaceae,Liquidambar,Liquidambar styraciflua L.,annick larbouillat,2011-10-14,Roissy-en-Brie,48.79245,2.65133,ImageCLEF2012,4005,1519,Train
34134,656,3,Flower,112,Apiaceae,Bupleurum,Bupleurum fruticosum L.,mathieu menand,2009-6-30,Tautavel,,,PlantCLEF2014,14901,47778,Train
36328,657,2,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,emmanuel stratmains,2013-4-29,Saint-Jurs,43.89829,6.19701,PlantCLEF2014,4526,42359,Train
41610,658,1,Leaf,4969,Rosaceae,Rubus,Rubus ulmifolius Schott,david mercier,2009-9-5,Savennières,,,PlantCLEF2014,1139,8918,Train
3021,659,3,Branch,973,Asteraceae,Inula,Inula conyza DC.,john de vos,2014-8-2,Valflaunès,43.78313,3.83188,PlantCLEF2015,,,Train
10684,660,3,Flower,4740,Rosaceae,Filipendula,Filipendula ulmaria (L.) Maxim.,claire felloni,2012-7-17,Saint-Pavace,48.04263,0.18097,PlantCLEF2014,12980,17903,Train
18642,661,1,Entire,3328,Gentianaceae,Blackstonia,Blackstonia imperfoliata (L.f.) Samp.,john de vos,2010-6-12,La Grande-Motte,43.5625,4.05372,PlantCLEF2015,,,Train
18273,662,4,LeafScan,4739,Rosaceae,Eriobotrya,Eriobotrya japonica (Thunb.) Lindl.,daniel barthelemy,2010-7-21,Montpellier,43.60818,3.87945,ImageCLEF2011,17752,4633,Train
2259,663,3,Flower,30236,Lamiaceae,Mentha,Mentha longifolia (L.) Huds.,liliane roubaudi,2012-9-30,Lyon,,,PlantCLEF2015,,,Train
13389,664,4,Branch,14546,Brassicaceae,Sisymbrium,Sisymbrium officinale (L.) Scop.,bertrand bui,2013-4-19,Martigues,43.39967,5.34849,PlantCLEF2015,,,Train
6300,665,4,LeafScan,7315,Ginkgoaceae,Ginkgo,Ginkgo biloba L.,pierre bonnet,2010-7-7,Montpellier,43.60818,3.87945,ImageCLEF2011,8793,9176,Train
3870,666,4,Flower,3053,Fabaceae,Melilotus,Melilotus albus Medik.,liliane roubaudi,2014-8-17,Les Houches,,,PlantCLEF2015,,,Train
19726,667,3,Entire,576,Asteraceae,Cyanus,Cyanus segetum Hill,claude figureau,2004-5-23,Sournia,,,PlantCLEF2014,18158,29736,Train
38295,668,5,LeafScan,329,Araliaceae,Hedera,Hedera helix L.,pierre bonnet,2011-3-21,Montpellier,,,ImageCLEF2012,3134,42261,Train
11046,669,3,Entire,5128,Salicaceae,Populus,Populus nigra L.,herve goeau,2012-5-27,Vienne,,,ImageCLEF2013,14455,12397,Train
26430,670,3,Entire,3618,Lamiaceae,Origanum,Origanum vulgare L.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2015,,,Train
38853,672,4,LeafScan,3958,Oleaceae,Phillyrea,Phillyrea angustifolia L.,jean-francois molino,2011-10-20,Grabels,,,ImageCLEF2012,17599,60623,Train
14713,673,3,LeafScan,3750,Lauraceae,Laurus,Laurus nobilis L.,ruddy benezet,2009-8-5,Beauvoisin,,,ImageCLEF2011,7951,47764,Train
24001,674,3,Branch,6364,Asparagaceae,Polygonatum,Polygonatum multiflorum (L.) All.,liliane roubaudi,2014-7-5,Seyne les Alpes,,,PlantCLEF2015,,,Train
18680,675,3,Stem,5142,Salicaceae,Salix,Salix babylonica L.,vera bakic,2012-4-12,Rocquencourt,,,PlantCLEF2014,17316,988,Train
26579,676,3,Flower,30402,Lamiaceae,Teucrium,Teucrium scorodonia L.,elzbieta jatowt-lombaert,2012-7-11,Chantilly,49.17839,2.49372,PlantCLEF2014,1226,16916,Train
29923,677,3,Branch,2612,Caprifoliaceae,Scabiosa,Scabiosa columbaria L.,mathieu menand,2007-5-25,Villebazy,,,PlantCLEF2015,,,Train
22885,679,4,LeafScan,1325,Betulaceae,Betula,Betula pendula Roth,pierre bonnet,2010-8-13,Ladoye-sur-Seille,46.76248,5.67292,ImageCLEF2011,1606,9938,Train
13587,680,3,Leaf,30056,Cornaceae,Cornus,Cornus sanguinea L.,herve goeau,2013-8-20,Rocquencourt,48.8334,2.10547,PlantCLEF2014,14163,9545,Train
24094,681,4,LeafScan,5124,Salicaceae,Populus,Populus alba L.,daniel barthelemy,2011-10-12,Montferrier,,,ImageCLEF2012,3167,57240,Train
25929,682,3,Leaf,11,Sapindaceae,Acer,Acer pseudoplatanus L.,herve goeau,2013-6-13,Sainte-Geneviève-des-Bois,48.64654,2.31736,PlantCLEF2014,11920,11637,Train
17831,683,3,LeafScan,30040,Fabaceae,Cercis,Cercis siliquastrum L.,ruddy benezet,2009-8-25,Beauvoisin,,,ImageCLEF2011,11896,31853,Train
39728,685,3,Flower,4969,Rosaceae,Rubus,Rubus ulmifolius Schott,herve goeau,2013-7-22,Fourques-sur-Garonne,44.45433,0.149,PlantCLEF2014,13862,26273,Train
7529,686,3,Fruit,1966,Caprifoliaceae,Lonicera,Lonicera xylosteum L.,mathieu menand,2009-8-13,Charmensac,,,PlantCLEF2014,8714,33125,Train
36327,687,4,LeafScan,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,pierre bonnet,2010-7-21,Montpellier,43.60818,3.87945,ImageCLEF2011,13664,22425,Train
10773,688,3,Flower,1842,Buxaceae,Buxus,Buxus sempervirens L.,daniel barthelemy,2013-3-31,Puéchabon,,,PlantCLEF2014,3475,42968,Train
35897,689,3,Entire,4088,Plantaginaceae,Plantago,Plantago coronopus L.,genevieve botti,2012-6-21,Plouescat,,,PlantCLEF2015,,,Train
7332,691,3,Flower,3885,Onagraceae,Epilobium,Epilobium angustifolium L.,gregoire duche,2009-8-16,Châteauneuf-de-Randon,,,ImageCLEF2013,9263,24725,Train
12091,692,2,Flower,7060,Poaceae,Phleum,Phleum pratense L.,thierry pernot,1800-1-1,,,,PlantCLEF2015,,,Train
5493,694,4,Flower,1111,Asteraceae,Pulicaria,Pulicaria dysenterica (L.) Bernh.,liliane roubaudi,2013-9-13,Fleury,,,PlantCLEF2014,567,27183,Train
20504,695,3,LeafScan,30325,Lamiaceae,Rosmarinus,Rosmarinus officinalis L.,pierre bonnet,2013-5-6,Montpellier,,,PlantCLEF2014,18904,54793,Train
23466,697,2,Entire,4863,Rosaceae,Rosa,Rosa canina L.,alain bigou,2012-6-21,Jujols,42.57105,2.29537,ImageCLEF2013,7219,23589,Train
15950,698,4,Flower,9898,Boraginaceae,Echium,Echium vulgare L.,genevieve botti,2013-4-23,Marseille,,,PlantCLEF2014,5446,53428,Train
38635,699,4,Fruit,5377,Plantaginaceae,Linaria,Linaria vulgaris Mill.,liliane roubaudi,2014-10-16,Fécamp,,,PlantCLEF2015,,,Train
30612,700,2,Branch,9945,Asteraceae,Erigeron,Erigeron annuus (L.) Desf.,jean-jacques houdre,2011-11-27,Unias,45.60833,4.23722,PlantCLEF2014,16605,25169,Train
